RA,ANO,FASE,FASE_IDEAL,DEFASAGEM_FORNECIDA,INDE,PEDRA,IAN,IDA,IEG,IAA,IPS,IPP,IPV,NOTA_MATEMATICA,NOTA_PORTUGUES,NOTA_INGLES,INDICADO,ATINGIU_PV,TURMA,GENERO,ANO_INGRESSO,INSTITUICAO_ENSINO,ANO_NASCIMENTO,DEFASAGEM_CALCULADA,IDADE_ANOS,ALVO_RISCO_DEFASAGEM_PROX_ANO
57,2022,5.0,6.0,-1,7.305,AMETISTA,5.0,8.4,8.1,7.1,5.6,,7.875,9.0,7.0,9.3,NAO,NAO,B,MASCULINO,2017,REDE DECISAO,2006,-1.0,16,1.0
57,2023,6.0,7.0,-1,6.450875,AGATA,5.0,7.2,8.0,0.0,5.63,7.96875,7.755,7.8,6.8,7.0,,,6A,MASCULINO,2017,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,-1.0,17,0.0
57,2024,7.0,7.0,0,7.4193804301999995,AMETISTA,10.0,6.166666666666667,6.010860484333333,9.585,6.88,8.59375,7.39,6.0,6.5,6.0,,,7A,MASCULINO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,0.0,18,
58,2022,5.0,5.0,0,8.136,TOPAZIO,10.0,7.2,9.2,9.6,6.3,,8.125,4.5,8.0,9.0,NAO,NAO,B,MASCULINO,2017,REDE DECISAO,2007,0.0,15,0.0
58,2023,6.0,6.0,0,7.70625,AMETISTA,10.0,8.1,9.7,0.0,6.26,8.4375,8.3825,7.8,6.5,10.0,,,6A,MASCULINO,2017,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,0.0,16,0.0
58,2024,7.0,7.0,0,8.7713289474,TOPAZIO,10.0,7.333333333333333,9.824561403666666,9.585,7.51,9.0625,8.62,8.0,6.5,7.5,,,7A,MASCULINO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,0.0,17,
59,2022,5.0,7.0,-2,7.642,AMETISTA,5.0,7.2,9.3,9.2,7.5,,7.917,7.0,5.7,8.8,NAO,NAO,B,MASCULINO,2022,ESCOLA PUBLICA,2005,-2.0,17,1.0
59,2023,6.0,8.0,-2,7.692291667,AMETISTA,5.0,7.2,9.6,7.5,5.63,8.28125,8.4225,7.7,6.8,7.2,,,6A,MASCULINO,2022,PRIVADA PROGRAMA DE APADRINHAMENTO,2005,-2.0,18,0.0
59,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8F,MASCULINO,2022,PRIVADA PARCERIAS COM BOLSA 100,2005,0.0,19,
60,2022,5.0,8.0,-3,5.537,QUARTZO,2.5,4.9,6.0,6.7,7.5,,6.167,5.0,6.2,3.5,NAO,NAO,B,FEMININO,2021,ESCOLA PUBLICA,2004,-3.0,18,
61,2022,5.0,5.0,0,7.533,AMETISTA,10.0,5.8,7.4,9.2,7.5,,7.875,1.7,6.3,9.3,SIM,NAO,B,MASCULINO,2021,ESCOLA PUBLICA,2007,0.0,15,0.0
61,2023,6.0,6.0,0,7.382108333,AMETISTA,10.0,6.2,7.0,8.3,6.26,7.96875,7.4625,6.7,4.3,7.5,,,6A,MASCULINO,2021,PUBLICA,2007,0.0,16,
62,2022,5.0,7.0,-2,7.891,AMETISTA,5.0,9.3,9.4,8.8,7.5,,7.25,8.5,10.0,,SIM,NAO,B,MASCULINO,2022,ESCOLA PUBLICA,2005,-2.0,17,0.0
62,2023,7.0,7.0,0,7.610333333,AMETISTA,10.0,7.5,9.8,0.0,6.89,8.25,8.215,9.3,6.8,6.3,,,7A,FEMININO,2022,PUBLICA,2005,0.0,18,0.0
62,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8F,FEMININO,2022,PRIVADA PARCERIAS COM BOLSA 100,2005,0.0,19,
63,2022,5.0,6.0,-1,8.282,TOPAZIO,5.0,8.7,9.1,8.3,8.8,,9.417,8.2,8.2,9.7,NAO,SIM,B,MASCULINO,2018,REDE DECISAO,2006,-1.0,16,1.0
63,2023,6.0,7.0,-1,8.0641,TOPAZIO,5.0,8.7,9.0,6.7,6.89,8.75,8.9675,9.3,7.3,9.5,,,6A,MASCULINO,2018,PUBLICA,2006,-1.0,17,
64,2022,5.0,6.0,-1,7.368,AMETISTA,5.0,7.5,8.1,7.1,8.1,,8.25,4.8,8.2,9.4,SIM,NAO,B,MASCULINO,2019,ESCOLA PUBLICA,2006,-1.0,16,1.0
64,2023,6.0,7.0,-1,7.452541667,AMETISTA,5.0,6.7,9.2,7.5,6.89,7.34375,7.9625,7.0,6.0,7.2,,,6A,FEMININO,2019,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,-1.0,17,0.0
64,2024,7.0,7.0,0,8.743607059266667,TOPAZIO,10.0,8.166666666666666,8.980785296666667,10.002,8.135,8.4375,8.283333333,8.0,6.5,10.0,,,7A,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,0.0,18,
65,2022,5.0,7.0,-2,7.712,AMETISTA,5.0,9.3,7.7,8.3,7.5,,7.875,9.0,9.5,9.5,SIM,NAO,B,FEMININO,2022,ESCOLA PUBLICA,2005,-2.0,17,
66,2022,5.0,7.0,-2,5.665,QUARTZO,5.0,4.5,5.6,7.5,7.5,,5.917,3.0,6.0,,NAO,NAO,B,FEMININO,2022,ESCOLA PUBLICA,2005,-2.0,17,
67,2022,5.0,6.0,-1,5.195,QUARTZO,5.0,3.6,3.0,5.8,7.5,,6.889,3.0,4.2,3.5,NAO,NAO,C,FEMININO,2019,ESCOLA PUBLICA,2006,-1.0,16,
68,2022,5.0,6.0,-1,6.438,AGATA,5.0,4.0,6.0,8.3,7.5,,7.944,4.7,4.8,2.7,SIM,NAO,C,MASCULINO,2019,ESCOLA PUBLICA,2006,-1.0,16,
69,2022,5.0,6.0,-1,5.718,QUARTZO,5.0,2.5,6.1,8.3,7.5,,6.167,4.7,2.6,0.3,NAO,NAO,C,MASCULINO,2018,ESCOLA PUBLICA,2006,-1.0,16,
70,2022,5.0,6.0,-1,5.712,QUARTZO,5.0,2.9,6.6,8.8,5.0,,6.111,5.7,2.9,0.2,NAO,NAO,C,FEMININO,2017,ESCOLA PUBLICA,2006,-1.0,16,1.0
70,2023,5.0,7.0,-2,6.869133333,AGATA,5.0,4.3,9.2,9.2,5.0,7.5,7.545,3.0,3.5,6.3,,,5C,FEMININO,2017,PUBLICA,2006,-2.0,17,
71,2022,5.0,7.0,-2,4.332,QUARTZO,5.0,1.2,2.0,7.9,7.5,,5.833,1.3,2.2,0.0,NAO,NAO,C,FEMININO,2019,ESCOLA PUBLICA,2005,-2.0,17,1.0
71,2023,6.0,8.0,-2,7.3651,AMETISTA,5.0,6.6,9.8,6.7,6.26,7.5,7.7125,7.3,5.5,7.0,,,6A,FEMININO,2019,PUBLICA,2005,-2.0,18,
72,2022,5.0,7.0,-2,7.64,AMETISTA,5.0,7.8,7.5,8.3,7.5,,8.667,7.5,7.8,8.0,SIM,SIM,C,FEMININO,2022,ESCOLA PUBLICA,2005,-2.0,17,
73,2022,5.0,7.0,-2,5.271,QUARTZO,5.0,3.3,3.0,7.1,7.5,,7.278,4.5,3.0,2.3,SIM,NAO,C,FEMININO,2022,ESCOLA PUBLICA,2005,-2.0,17,
74,2022,5.0,6.0,-1,4.989,QUARTZO,5.0,2.0,3.3,9.6,7.5,,5.833,6.0,0.0,0.0,NAO,NAO,C,MASCULINO,2022,ESCOLA PUBLICA,2006,-1.0,16,
75,2022,5.0,6.0,-1,3.915,QUARTZO,5.0,0.0,3.8,5.4,6.3,,4.625,0.0,0.0,,NAO,NAO,F,FEMININO,2022,ESCOLA PUBLICA,2006,-1.0,16,
76,2022,5.0,5.0,0,9.105,TOPAZIO,10.0,8.7,9.1,10.0,8.1,,9.292,9.3,8.3,8.4,NAO,SIM,F,FEMININO,2017,REDE DECISAO,2007,0.0,15,0.0
76,2023,7.0,5.0,2,,,10.0,,,10.0,2.52,,,,,,,,7E,FEMININO,2017,PRIVADA PARCERIAS COM BOLSA 100,2007,2.0,16,0.0
76,2024,7.0,5.0,2,8.152033333333334,TOPAZIO,10.0,7.066666666666666,9.0,10.002,6.885,7.5,7.5,7.3,7.8,6.1,,,7E,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2007,2.0,17,
77,2022,5.0,6.0,-1,3.846,QUARTZO,5.0,0.7,2.7,7.1,5.0,,4.625,0.3,1.8,0.0,NAO,NAO,F,MASCULINO,2019,ESCOLA PUBLICA,2006,-1.0,16,
78,2022,5.0,7.0,-2,7.04,AMETISTA,5.0,7.2,6.6,8.3,5.6,,8.0,8.7,5.7,7.3,NAO,NAO,F,MASCULINO,2018,REDE DECISAO,2005,-2.0,17,1.0
78,2023,6.0,8.0,-2,6.434625,AGATA,5.0,6.7,7.7,0.0,6.26,8.28125,8.0025,8.5,4.8,6.8,,,6A,FEMININO,2018,PRIVADA PROGRAMA DE APADRINHAMENTO,2005,-2.0,18,0.0
78,2024,7.0,7.0,0,8.1780308688,TOPAZIO,10.0,7.5,8.028404344,8.751,8.755,8.4375,7.39,6.5,6.0,10.0,,,7A,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2005,0.0,19,
79,2022,5.0,6.0,-1,6.847,AGATA,5.0,8.9,6.3,5.4,5.6,,7.292,9.5,7.7,9.5,NAO,NAO,F,FEMININO,2018,REDE DECISAO,2006,-1.0,16,1.0
79,2023,6.0,7.0,-1,6.635883333,AGATA,5.0,7.6,6.2,5.8,5.0,7.8125,7.59,6.0,7.7,9.0,,,6A,FEMININO,2018,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,-1.0,17,
80,2022,5.0,6.0,-1,7.29,AMETISTA,5.0,7.1,8.3,9.2,5.0,,7.625,6.5,7.7,7.3,NAO,NAO,K,FEMININO,2017,REDE DECISAO,2006,-1.0,16,1.0
80,2023,6.0,7.0,-1,7.252275,AMETISTA,5.0,6.3,8.4,8.3,6.89,7.96875,7.465,8.2,5.7,5.0,,,6L,FEMININO,2017,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,-1.0,17,0.0
80,2024,7.0,7.0,0,8.131659175733333,TOPAZIO,10.0,7.0,7.8961292116666675,8.751,8.13,8.75,7.946666667,5.0,6.0,10.0,,,7A,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,0.0,18,
81,2022,5.0,4.0,1,7.675,AMETISTA,10.0,6.0,9.2,9.2,5.0,,7.458,5.5,5.2,7.3,NAO,NAO,K,FEMININO,2017,REDE DECISAO,2008,1.0,14,0.0
81,2023,5.0,5.0,0,7.45425,AMETISTA,10.0,6.3,8.8,9.6,2.52,7.8125,7.2125,8.7,4.7,5.5,,,5L,FEMININO,2017,PRIVADA PROGRAMA DE APADRINHAMENTO,2008,0.0,15,0.0
81,2024,6.0,6.0,0,8.256566666666668,TOPAZIO,10.0,7.5,9.333333333333334,9.168,6.26,7.875,7.798,9.0,6.5,7.0,,,6L,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2008,0.0,16,
82,2022,5.0,7.0,-2,6.596,AGATA,5.0,5.5,6.8,8.8,7.5,,6.417,6.0,5.0,,SIM,NAO,K,FEMININO,2022,ESCOLA PUBLICA,2005,-2.0,17,
83,2022,5.0,7.0,-2,6.671,AGATA,5.0,6.8,6.8,7.9,7.5,,5.958,6.0,7.5,,SIM,NAO,K,FEMININO,2022,ESCOLA PUBLICA,2005,-2.0,17,
84,2022,5.0,7.0,-2,6.682,AGATA,5.0,5.8,8.8,7.1,5.0,,6.75,5.7,6.5,5.2,NAO,NAO,K,FEMININO,2018,REDE DECISAO,2005,-2.0,17,1.0
84,2023,6.0,8.0,-2,6.034416667,AGATA,5.0,6.0,8.8,0.0,2.52,7.8125,7.6725,6.8,5.8,5.5,,,6L,FEMININO,2018,PRIVADA PROGRAMA DE APADRINHAMENTO,2005,-2.0,18,
85,2022,5.0,5.0,0,6.243,AGATA,10.0,4.3,7.3,6.7,5.0,,5.833,5.0,3.5,,NAO,NAO,K,MASCULINO,2022,ESCOLA PUBLICA,2007,0.0,15,1.0
85,2023,5.0,6.0,-1,7.08435,AMETISTA,5.0,5.7,8.9,8.8,6.27,5.9375,7.8425,5.8,3.8,7.5,,,5C,MASCULINO,2022,PUBLICA,2007,-1.0,16,1.0
85,2024,5.0,7.0,-2,6.999509385733333,AGATA,5.0,7.666666666666667,8.668046928999999,8.334,3.755,6.25,6.993333333,9.0,4.5,9.5,,,5N,MASCULINO,2022,PUBLICA,2007,-2.0,17,
86,2022,5.0,6.0,-1,7.566,AMETISTA,5.0,6.7,9.6,7.5,5.6,,8.458,6.2,7.2,6.9,NAO,SIM,K,MASCULINO,2016,REDE DECISAO,2006,-1.0,16,0.0
86,2023,7.0,7.0,0,,,10.0,,,8.3,6.89,,,,,,,,7E,MASCULINO,2016,PRIVADA PARCERIAS COM BOLSA 100,2006,0.0,17,0.0
86,2024,7.0,7.0,0,7.611233333266666,AMETISTA,10.0,5.483333333333333,9.704333333,6.667,6.57,7.5,7.5,6.35,6.3,3.8,,,7E,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,2006,0.0,18,
87,2022,5.0,5.0,0,8.712,TOPAZIO,10.0,8.8,9.6,8.3,7.5,,8.5,8.3,8.0,10.0,NAO,SIM,K,MASCULINO,2021,REDE DECISAO,2007,0.0,15,0.0
87,2023,6.0,6.0,0,8.6625,TOPAZIO,10.0,9.3,10.0,7.5,5.63,8.125,8.385,9.5,8.7,9.7,,,6L,MASCULINO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,0.0,16,0.0
87,2024,7.0,6.0,1,9.437924561333332,TOPAZIO,10.0,9.166666666666666,9.649122807,8.751,9.375,9.375,9.623333333,10.0,7.5,10.0,,,7A,MASCULINO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,1.0,17,
88,2022,5.0,7.0,-2,7.498,AMETISTA,5.0,6.5,9.2,7.1,5.6,,9.208,6.8,6.2,6.4,SIM,SIM,K,MASCULINO,2021,ESCOLA PUBLICA,2005,-2.0,17,0.0
88,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8E,MASCULINO,2021,PRIVADA PAGAMENTO POR EMPRESA PARCEIRA,2005,0.0,18,0.0
88,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8E,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,2005,0.0,19,
89,2022,5.0,6.0,-1,7.323,AMETISTA,5.0,5.9,7.8,9.6,7.5,,8.0,7.5,5.7,4.7,SIM,NAO,K,MASCULINO,2021,ESCOLA PUBLICA,2006,-1.0,16,1.0
89,2023,6.0,7.0,-1,6.700775,AGATA,5.0,5.1,8.1,8.3,5.0,7.34375,7.465,6.3,2.3,6.7,,,6L,MASCULINO,2021,PUBLICA,2006,-1.0,17,
90,2022,5.0,3.0,2,9.442,TOPAZIO,10.0,8.5,9.7,10.0,9.4,,9.75,7.7,8.0,9.8,NAO,SIM,L,FEMININO,2019,REDE DECISAO,2009,2.0,13,0.0
90,2023,5.0,4.0,1,8.699408333,TOPAZIO,10.0,7.7,9.6,10.0,7.52,8.59375,8.1725,6.7,6.8,9.5,,,5L,FEMININO,2019,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,1.0,14,0.0
90,2024,7.0,5.0,2,8.352033333333335,TOPAZIO,10.0,8.066666666666666,9.0,10.002,6.885,7.5,7.5,7.7,8.3,8.2,,,7E,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2009,2.0,15,
91,2022,5.0,6.0,-1,6.645,AGATA,5.0,6.6,5.7,9.2,5.6,,7.125,5.5,5.7,8.5,NAO,NAO,L,FEMININO,2016,REDE DECISAO,2006,-1.0,16,1.0
91,2023,6.0,7.0,-1,7.42395,AMETISTA,5.0,7.4,7.4,10.0,6.89,7.8125,7.4675,9.5,5.0,7.7,,,6L,FEMININO,2016,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,-1.0,17,1.0
91,2024,6.0,7.0,-1,7.426704761933335,AMETISTA,5.0,7.333333333333333,7.476190476333334,10.002,5.635,7.875,8.068,9.0,4.0,9.0,,,6L,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,-1.0,18,
92,2022,5.0,6.0,-1,6.957,AGATA,5.0,7.4,7.1,9.2,5.0,,6.667,7.8,5.5,8.8,NAO,NAO,L,FEMININO,2016,REDE DECISAO,2006,-1.0,16,1.0
92,2023,6.0,7.0,-1,7.375916667,AMETISTA,5.0,6.7,9.4,9.6,5.63,7.1875,7.045,8.7,4.8,6.7,,,6L,FEMININO,2016,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,-1.0,17,0.0
92,2024,7.0,7.0,0,8.052279017,TOPAZIO,10.0,7.5,8.769145085,10.002,7.51,7.8125,6.33,8.0,5.0,9.5,,,7A,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,0.0,18,
93,2022,5.0,5.0,0,8.941,TOPAZIO,10.0,8.5,9.7,8.3,8.1,,9.083,8.8,8.3,8.4,NAO,SIM,L,FEMININO,2016,REDE DECISAO,2007,0.0,15,0.0
93,2023,7.0,6.0,1,,,10.0,,,7.9,3.14,,,,,,,,7E,FEMININO,2016,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,1.0,16,0.0
93,2024,7.0,6.0,1,8.275550000066668,TOPAZIO,10.0,7.483333333333333,9.931666667,9.168,6.2575,7.5,7.5,6.75,7.2,8.5,,,7E,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,1.0,17,
94,2022,5.0,5.0,0,8.921,TOPAZIO,10.0,7.7,9.6,8.3,8.1,,9.583,7.0,6.7,9.5,NAO,SIM,L,FEMININO,2018,REDE DECISAO,2007,0.0,15,1.0
94,2023,5.0,6.0,-1,7.289333333,AMETISTA,5.0,7.2,9.6,7.5,2.52,8.75,7.795,7.7,4.8,9.0,,,5L,FEMININO,2018,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,-1.0,16,0.0
94,2024,6.0,6.0,0,8.637033333333335,TOPAZIO,10.0,8.0,9.666666666666666,10.002,6.26,8.375,8.2,7.0,7.0,10.0,,,6L,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,0.0,17,
95,2022,5.0,7.0,-2,6.308,AGATA,5.0,4.8,6.6,8.3,7.5,,6.292,6.0,8.0,0.5,NAO,NAO,L,FEMININO,2022,ESCOLA PUBLICA,2005,-2.0,17,
96,2022,5.0,6.0,-1,7.54,AMETISTA,5.0,6.7,7.8,9.2,6.9,,8.5,5.7,6.5,8.0,SIM,SIM,L,MASCULINO,2021,ESCOLA PUBLICA,2006,-1.0,16,1.0
96,2023,6.0,7.0,-1,7.610791667,AMETISTA,5.0,6.4,8.9,9.6,7.52,7.65625,7.84,6.8,4.8,7.7,,,6L,MASCULINO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,-1.0,17,0.0
96,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8F,MASCULINO,2021,CONCLUIU O 3O EM,2006,0.0,18,
97,2022,5.0,5.0,0,7.468,AMETISTA,10.0,6.9,8.8,7.5,5.0,,6.292,5.3,6.7,8.8,NAO,NAO,L,FEMININO,2017,REDE DECISAO,2007,0.0,15,
98,2022,5.0,5.0,0,9.354,TOPAZIO,10.0,8.5,10.0,8.8,9.4,,9.667,8.4,8.2,8.9,NAO,SIM,L,FEMININO,2017,REDE DECISAO,2007,0.0,15,0.0
98,2023,7.0,5.0,2,,,10.0,,,7.9,2.52,,,,,,,,7E,FEMININO,2017,PRIVADA PARCERIAS COM BOLSA 100,2007,2.0,16,0.0
98,2024,7.0,6.0,1,8.617450000000002,TOPAZIO,10.0,8.9,9.546,9.585,7.1975,7.5,7.5,9.2,8.9,8.6,,,7E,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2007,1.0,17,
99,2022,5.0,6.0,-1,6.158,AGATA,5.0,5.0,6.3,8.8,7.5,,5.833,5.7,3.4,5.8,NAO,NAO,L,MASCULINO,2019,ESCOLA PUBLICA,2006,-1.0,16,1.0
99,2023,6.0,7.0,-1,6.68045,AGATA,5.0,4.5,8.3,7.9,5.63,7.8125,7.4225,4.7,4.0,4.8,,,6L,MASCULINO,2019,PUBLICA,2006,-1.0,17,
100,2022,4.0,3.0,1,7.618,AMETISTA,10.0,7.6,7.8,8.8,5.0,,7.25,7.0,7.8,8.1,NAO,NAO,A,FEMININO,2019,REDE DECISAO,2009,1.0,13,
101,2022,4.0,5.0,-1,7.305,AMETISTA,5.0,7.6,8.3,7.9,7.5,,6.833,7.2,6.5,9.2,SIM,NAO,A,FEMININO,2021,ESCOLA PUBLICA,2007,-1.0,15,
102,2022,4.0,4.0,0,6.922,AGATA,10.0,5.7,7.7,6.7,6.9,,6.0,4.7,6.8,5.5,NAO,NAO,A,MASCULINO,2019,ESCOLA PUBLICA,2008,0.0,14,
103,2022,4.0,3.0,1,8.107,TOPAZIO,10.0,7.3,8.7,7.9,7.5,,7.708,7.3,7.3,7.3,NAO,NAO,A,FEMININO,2020,REDE DECISAO,2009,1.0,13,0.0
103,2023,5.0,4.0,1,8.0239,TOPAZIO,10.0,7.1,9.2,8.3,5.0,8.125,8.09,7.3,6.3,7.7,,,5A,FEMININO,2020,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,1.0,14,0.0
103,2024,5.0,5.0,0,8.775268254,TOPAZIO,10.0,9.166666666666666,9.603174603333335,8.334,6.26,7.875,8.872,9.0,9.0,9.5,,,5A,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,0.0,15,
104,2022,4.0,8.0,-4,6.315,AGATA,2.5,3.7,8.7,7.9,7.5,,6.708,4.8,5.8,0.3,NAO,NAO,A,MASCULINO,2022,ESCOLA PUBLICA,2004,-4.0,18,1.0
104,2023,5.0,8.0,-3,4.25,QUARTZO,2.5,2.6,7.7,0.0,2.52,5.625,5.6275,3.7,1.8,2.3,,,5F,MASCULINO,2022,PUBLICA,2004,-3.0,19,
105,2022,4.0,7.0,-3,6.846,AGATA,2.5,6.7,8.2,7.9,5.6,,7.417,7.2,6.2,6.8,NAO,NAO,A,MASCULINO,2016,REDE DECISAO,2005,-3.0,17,
106,2022,4.0,5.0,-1,7.973,AMETISTA,5.0,7.4,8.0,9.2,9.4,,8.375,7.8,7.2,7.2,NAO,SIM,A,FEMININO,2016,REDE DECISAO,2007,-1.0,15,0.0
106,2023,5.0,5.0,0,7.769658333,AMETISTA,10.0,7.3,9.1,7.9,5.0,7.03125,7.5075,6.7,6.8,8.3,,,5A,FEMININO,2016,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,0.0,16,0.0
106,2024,6.0,6.0,0,7.721664285733334,AMETISTA,10.0,5.666666666666667,8.761904762,9.168,5.635,7.8125,7.872,7.0,3.5,6.5,,,6A,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,0.0,17,
107,2022,4.0,5.0,-1,6.258,AGATA,5.0,4.6,6.4,7.5,7.5,,6.5,3.3,4.3,6.0,SIM,NAO,A,FEMININO,2018,ESCOLA PUBLICA,2007,-1.0,15,0.0
107,2023,5.0,5.0,0,6.845208333,AGATA,10.0,7.0,8.5,0.0,5.0,7.34375,7.5875,6.0,5.2,9.7,,,5C,FEMININO,2018,PUBLICA,2007,0.0,16,1.0
107,2024,5.0,6.0,-1,6.676130827066667,AGATA,5.0,4.666666666666667,7.9949874686666655,7.5,7.51,7.5,6.964,0.0,4.5,9.5,,,5D,FEMININO,2021,PUBLICA,2007,-1.0,17,
108,2022,4.0,7.0,-3,5.547,QUARTZO,2.5,5.0,7.7,4.6,5.0,,6.125,3.0,5.8,6.2,NAO,NAO,A,FEMININO,2019,ESCOLA PUBLICA,2005,-3.0,17,1.0
108,2023,5.0,7.0,-2,4.9308,QUARTZO,5.0,2.9,7.3,5.8,2.52,4.375,5.59,2.7,3.2,2.8,,,5B,FEMININO,2019,CONCLUIU O 3O EM,2005,-2.0,18,
109,2022,4.0,6.0,-2,8.512,TOPAZIO,5.0,8.4,10.0,8.8,8.8,,8.667,7.8,7.5,9.9,NAO,SIM,A,MASCULINO,2021,REDE DECISAO,2006,-2.0,16,1.0
109,2023,6.0,7.0,-1,8.3184,TOPAZIO,5.0,8.3,9.9,8.3,7.52,8.75,8.59,7.0,8.2,9.7,,,6A,MASCULINO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,-1.0,17,
110,2022,4.0,4.0,0,8.15,TOPAZIO,10.0,6.7,9.7,9.2,5.6,,8.0,8.3,5.7,6.0,NAO,NAO,A,MASCULINO,2017,REDE DECISAO,2008,0.0,14,0.0
110,2023,5.0,5.0,0,8.0879,TOPAZIO,10.0,7.5,8.6,8.3,5.0,8.75,8.2975,8.3,6.2,8.0,,,5A,MASCULINO,2017,PRIVADA PROGRAMA DE APADRINHAMENTO,2008,0.0,15,0.0
110,2024,5.0,5.0,0,8.6324939394,TOPAZIO,10.0,8.5,9.696969697,9.168,6.255,7.5,8.504,10.0,7.0,8.5,,,5A,MASCULINO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2008,0.0,16,
111,2022,4.0,3.0,1,8.646,TOPAZIO,10.0,8.0,9.4,7.5,8.1,,8.667,6.7,7.5,9.7,NAO,SIM,A,FEMININO,2020,REDE DECISAO,2009,1.0,13,0.0
111,2023,5.0,4.0,1,7.566458333,AMETISTA,10.0,6.0,8.7,7.5,5.0,7.65625,8.0875,6.0,5.2,6.7,,,5A,FEMININO,2020,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,1.0,14,0.0
111,2024,5.0,5.0,0,8.667693939400001,TOPAZIO,10.0,8.333333333333334,9.488636363666666,9.168,6.26,8.125,8.74,8.0,7.0,10.0,,,5B,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,0.0,15,
112,2022,4.0,5.0,-1,7.836,AMETISTA,5.0,8.5,7.8,7.9,6.3,,8.833,9.0,7.5,9.1,NAO,SIM,A,FEMININO,2016,REDE DECISAO,2007,-1.0,15,1.0
112,2023,5.0,6.0,-1,7.141308333,AMETISTA,5.0,7.4,8.1,6.7,5.0,7.96875,7.9225,7.3,6.5,8.3,,,5A,FEMININO,2016,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,-1.0,16,0.0
112,2024,6.0,6.0,0,8.052609920666667,TOPAZIO,10.0,8.0,7.978174603333333,7.083,7.51,7.96875,8.004,9.5,6.0,8.5,,,6A,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,0.0,17,
113,2022,4.0,5.0,-1,3.032,QUARTZO,5.0,3.7,0.0,0.0,5.0,,3.792,3.3,5.5,2.3,NAO,NAO,A,FEMININO,2017,REDE DECISAO,2007,-1.0,15,
113,2024,5.0,6.0,-1,7.043536903066667,AMETISTA,5.0,6.666666666666667,7.063851181666667,8.751,7.51,7.5,7.106666667,7.0,6.0,7.0,,,5G,FEMININO,2021,PUBLICA,2007,-1.0,17,
114,2022,4.0,6.0,-2,5.894,QUARTZO,5.0,5.3,6.3,7.9,7.5,,5.0,6.0,4.5,,NAO,NAO,A,MASCULINO,2022,ESCOLA PUBLICA,2006,-2.0,16,1.0
114,2023,5.0,7.0,-2,5.335,QUARTZO,5.0,5.6,6.0,0.0,3.14,7.5,7.255,4.0,4.5,8.3,,,5B,MASCULINO,2022,PUBLICA,2006,-2.0,17,
115,2022,4.0,6.0,-2,5.886,QUARTZO,5.0,3.8,6.8,8.3,6.3,,5.583,3.0,5.7,2.7,NAO,NAO,A,FEMININO,2019,ESCOLA PUBLICA,2006,-2.0,16,1.0
